context_name,chips_id,easting,northing,edtf,sample_name,typology,C,Na,Mg,Al,Si,P,S,Cl,K,Ca,Mn,Fe,loss_on_ignition,Ag,As,Ba,Be,Bi,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,deltafe56,deltafe57,Ga,Gd,Ge,Hf,Ho,In,La,Li,Lu,Mo,Nb,Nd,Ni,Os,os187_os188,os187_os186,Pb,Pd,Pr,Rb,Ru,Sb,Sc,Se,Sm,Sn,Sr,sr87_sr86,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,major_method,major_analytical_setup,trace_method,trace_analytical_setup,reference,url,dataset
Castel Minier,1543,1.373,42.7806,1400~/1600~,CM06-20021,Smelting Tap slag Slag,,0.07,1.25,1.54,8.38,0.14,0.06,,0.53,4.21,7.34,46.95,,,13.5,478,,,,44.7,1.37,10,0.41,,,,1.89,,,,,,0.99,,,28,,,2.66,3.8,13.6,4.8,,,,,,,17.8,,0.82,3,,3.23,,178,,0.25,0.41,,2.2,0.085,,,7.92,24,1.02,19.4,1.22,,25,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1544,1.373,42.7806,1400~/1600~,CM06-20022 ,Smelting Tap slag Slag,,,0.67,2.01,10.05,0.23,0.2,,1.51,4.94,12.05,37.57,,,15.31,679.04,,,,61.6,1.41,17.1,0.6,,,,2.95,,,,,,1.1,,,38.26,,,0.4,3.08,28.98,3.88,,,,,,,24.65,,0.45,1.45,,4.73,,278.57,,0.12,0.98,,2.29,0.084,,,12.3,27.88,1.73,22.26,1.89,58.53,26.91,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,23,1.373,42.7806,1400~/1600~,CM06-2002M1,Smelting Tap slag Slag,,0.1,0.12,0.24,1.98,0.32,0.16,,0.75,0.43,4.91,66.73,,,65.23,142.79,,,,23.98,1.18,2.96,0.15,,,,2.02,,,,,,-0.001,,,14.64,,,5.34,0.6,13.76,11.2,,,,,,,1.57,,1.5,0.14,,2.92,,28.76,,-0.001,-0.001,,-0.001,0.005,,0.12,8.31,2.9,0.12,10.48,0.41,548.46,0.94,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1545,1.373,42.7806,1400~/1600~,CM06-2002M2,Prepared Ore,,,0.08,0.26,2.81,0.37,0.58,,0.37,0.43,3.23,66.66,,,64.9,141,,,,22.9,1.44,2.96,0.2,,,,1.85,,,,,,-0.001,,,14.77,,,7.15,0.6,8.3,7.1,,,,,,,1.57,,1.7,0.87,,2.62,,28.76,,-0.001,0.52,,0.2,0.005,,,6.98,2.9,0.27,11.8,0.55,,0.94,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,24,1.373,42.7806,1400~/1600~,CM06-20041,Smelting Tap slag Slag,,0.13,1.08,2.5,11.68,0.13,0.02,,1.21,6.44,7.23,37.32,,,4,1250,1.4,0.01,0.03,125.5,1.3,21,1.27,25.8,3.97,1.92,5.79,,,5.5,7.34,0.62,1.8,0.73,0.07,76.5,,0.2,0.78,5.6,49.8,2.5,,,,4.1,,14.75,34.6,,0.21,5,,8.96,1,355,,0.4,0.86,,4.5,0.124,,0.25,9.2,25,37,29.3,1.88,43,61.4,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1546,1.373,42.7806,1400~/1600~,CM06-2007M1,Prepared Ore,,,,0.05,0.86,0.03,0.11,,0.13,0.2,1.07,74.49,,,119,16.94,,,,1.44,1.14,-0.001,0.15,,,,0.2,,,,,,-0.001,,,0.7,,,11.08,2.03,-0.001,54.88,,,,,,,1.69,,10.92,1.32,,0.27,,12.53,,-0.001,3.13,,1.3,0.003,,,4.56,4.68,0.48,2.94,-0.001,314.42,0.73,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,25,1.373,42.7806,1400~/1600~,CM06-20081,Smelting Tap slag Slag,,0.12,0.55,2.09,8.81,0.08,0.15,,0.54,19.79,1.4,35.19,,,529,75,2.16,0.11,0.46,4.3,2.9,45,1.27,62.3,1.34,0.81,0.31,,,3.8,1.46,3.46,0.6,0.24,0.03,4.4,,0.12,61.6,1.1,4.4,53.6,,,,325,,1.19,10.2,,30.8,1.9,,1.51,-0.001,18.1,,0.05,0.21,,1.1,-0.001,,0.11,4.4,15,1,6.3,0.79,4280,10.2,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1547,1.373,42.7806,1400~/1600~,CM06-20141,Smelting Tap slag Slag,,0.02,0.7,1.97,12.05,0.29,0.31,,1.43,9.07,9.67,31.93,,,7.72,1379.69,,,,165.58,1.39,49.47,1.35,,,,5.81,,,,,,1.06,,,105.93,,,2.51,2.15,74.8,26.56,,,,,,,43.97,,0.57,3.11,,10.71,,297.55,,-0.001,0.64,,2.34,0.093,,,14.62,21.13,2.95,19.74,1.62,3.21,47.95,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1548,1.373,42.7806,1400~/1600~,CM06-20181,Smelting Tap slag Slag,,,0.76,2.34,12.38,0.25,0.28,,1.35,8.13,8.11,33.41,,,6.11,763.84,,,,114.32,1.36,44.22,1.7,,,,6.74,,,,,,1.71,,,67.08,,,0.94,3.37,57.18,28.4,,,,,,,26.12,,0.17,0.84,,9.68,,235.47,,-0.001,1.96,,3.03,0.131,,,9.04,31.68,2.51,27.35,2.27,32.08,46.54,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1549,1.373,42.7806,1400~/1600~,CM06-20182,Smelting Tap slag Slag,,0.09,1,2.61,10.31,0.69,0.12,,1.26,7.31,8.08,36.6,,,10.84,837.44,,,,124.12,1.45,25.65,0.68,,,,7.43,,,,,,1.64,,,74.14,,,0.48,3.78,61.05,5.92,,,,,,,30.17,,0.19,2.02,,10.03,,257.37,,1.37,2.08,,3.2,0.14,,,10.11,35.54,2.3,29.41,2.39,38.97,49.26,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1550,1.373,42.7806,1400~/1600~,CM06-2018M1,Prepared Ore,,,0.37,0.61,3.43,0.39,0.34,,0.37,0.54,6.14,62.16,,,89.17,1194.69,,,,39.04,2.67,1.25,1.18,,,,5.41,,,,,,-0.001,,,25.4,,,4.75,0.1,25.24,17.66,,,,,,,2.33,,2.48,-0.001,,4.46,,107.08,,-0.001,-0.001,,-0.001,,,,3.82,6.15,0.15,10.13,0.28,730.16,1.36,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1551,1.373,42.7806,1400~/1600~,CM06-2018M2,Prepared Ore,,0.02,0.23,0.71,4.08,0.44,0.61,,0.39,0.48,6.56,60.02,,,94,1104,,,,37.5,3.1,1.25,1.27,,,,5.02,,,,,,0.66,,,26.84,,,6.37,-0.001,17.8,19.3,,,,,,,4.8,,2.99,0.75,,4.37,,105,,0.08,0.45,,0.32,,,,3.65,6.15,0.71,10.14,0.56,,45,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1552,1.373,42.7806,1400~/1600~,CM06-20201,Smelting Tap slag Slag,,0.02,1.15,2.68,13,0.41,0.33,,1.56,8.69,7.62,30.4,,,3.17,795.59,,,,103.08,0.92,53.87,1.24,,,,6.7,,,,,,1.95,,,62.01,,,1.05,4.41,52.73,15.24,,,,,,,48.8,,0.14,5,,8.77,,242.05,,0.26,0.84,,3.59,0.154,,,9.29,44.02,2.77,22.91,1.68,-0.001,88.64,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1553,1.373,42.7806,1400~/1600~,CM06-20202 ,Smelting Tap slag Slag,,0.03,1.04,2.32,11.09,0.75,0.28,,1.36,7.78,8.96,33.92,,,7.69,779.04,,,,115.22,1.22,54.99,0.76,,,,6.93,,,,,,1.49,,,69.62,,,2.02,4.06,57.56,35.93,,,,,,,27.4,,0.09,2.29,,10.42,,241.47,,0.83,1.8,,2.97,0.138,,,9.19,37.9,2.6,26.92,1.99,30.46,48.57,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1554,1.373,42.7806,1400~/1600~,CM06-2033M1,Prepared Ore,,0.1,0.21,1.32,4.44,0.09,0.12,,0.49,0.9,9.07,56.91,,,116.49,579.99,,,,60.65,10.16,8.23,0.77,,,,3.91,,,,,,0.17,,,33.3,,,4.28,-0.001,27.46,32.6,,,,,,,9.34,,4.49,0.79,,4.82,,69.36,,-0.001,-0.001,,1.07,,,,7.52,14.24,2.96,10.9,0.65,986.96,7.86,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1555,1.373,42.7806,1400~/1600~,CM06-2033M2,Prepared Ore,,,,0.29,2.01,0.23,0.37,,0.23,0.26,1.79,70.37,,,132,583,,,,62.8,13.2,8.23,0.91,,,,4.05,,,,,,-0.001,,,35.36,,,6.77,-0.001,33,39,,,,,,,13.7,,6,1.86,,4.8,,64,,0.13,0.55,,1.43,,,,6.73,14.24,3.38,10.83,0.8,911.13,14,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1556,1.373,42.7806,1400~/1600~,CM07-20261,Smelting Tap slag Slag,,0.08,0.82,4.68,12.61,0.89,0.04,,1.1,5.05,11.2,29.13,,,10.43,688.64,,,,80.54,2.66,25.55,1.51,,,,2.64,,,,,,1.69,,,47.57,,,1.81,5.25,35.52,17.24,,,,,,,50.6,,1.83,0,,6.89,,255.07,,1.05,1.26,,4.33,0.156,,,12.65,41.77,1.3,22.72,2.09,121.88,48.74,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1557,1.373,42.7806,1400~/1600~,CM07-20881,Smelting Tap slag Slag,,0.07,0.69,1.92,7.53,0.78,0.27,,0.95,3.57,9.34,45.33,,,50.85,646.54,,,,51.18,2.65,15.15,0.56,,,,2.2,,,,,,1.07,,,32.13,,,2.35,3.2,23.38,15.22,,,,,,,23.11,,2.18,0,,4.9,,194.77,,0.83,0.87,,2.38,0.098,,,9.98,23.38,1.21,18.18,1.58,56.28,35.88,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1558,1.373,42.7806,1400~/1600~,CM07-20991,Smelting Tap slag Slag,,0.09,1.08,3.1,9.68,0.68,0.22,,1.42,9.2,9.79,32.76,,,10.39,867.64,,,,124.32,1.68,24.7,0.74,,,,6.91,,,,,,2.02,,,74.82,,,-0.001,3.81,63.88,14.89,,,,,,,34.19,,0.42,0,,11.93,,243.97,,0.94,2.06,,2.89,0.133,,,11.19,30,1.24,29.83,2.42,55.09,46.6,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1559,1.373,42.7806,1400~/1600~,XP07 min2,Ore,,0.1,1.04,0.18,2.13,0.11,0.23,,0.22,22.05,2.76,44.88,,,25.15,2388.69,,,,81.74,6.07,9.17,0.97,,,,2.94,,,,,,1.99,,,52.88,,,0.46,8.42,33.71,27.09,,,,,,,3.39,,1.69,0.98,,5.38,,194.55,,15.76,2.36,,2.29,0.051,,,1.74,3.08,10.93,9.67,1.3,208.5,1.39,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1560,1.373,42.7806,1400~/1600~,XP07 sco1,Smelting Slag,,0.42,1.2,3.38,11.61,0.19,0.15,,1.31,25.58,2.83,18.73,,,1.78,3888.69,,,,84.41,2.84,44.32,1.18,,,,3.6,,,,,,2.57,,,50.35,,,0.69,9.78,39.24,11.47,,,,,,,41.3,,0.72,1.23,,5.38,,309.55,,0.94,2.63,,3.86,0.327,,,2.78,39.64,9.71,15.46,1.65,70.26,18.35,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Castel Minier,1561,1.373,42.7806,1400~/1600~,XP07 sco2,Smelting Slag,,0.21,1.02,4.81,13.55,0.11,0.13,,1.26,20.91,2.66,19.33,,,2.94,3037.69,,,,130.38,4.78,121.84,1.23,,,,4.2,,,,,,2.32,,,79.81,,,1.34,13.42,57.59,46.95,,,,,,,54.57,,1.41,1.19,,7.63,,302.35,,1.84,2.84,,3.75,0.357,,,2.4,44.35,7.53,15.83,1.49,40.12,25.1,MEB-EDS,LPS - Cambridge Stereoscan 120,MEB-EDS,LPS - Cambridge Stereoscan 120,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Cimetière 01,203,1.2284,42.9575,0000~/0100~,RIV 01,Smelting Slag,,,2.83,3.96,14.43,0.37,0.45,,1.48,0.82,1.82,38.59,,,655,141,1.04,0.01,-0.001,27.7,5.6,69,10.95,101,4.28,2.27,3.53,,,7.2,4.97,0.49,1.7,0.78,0.23,17,,0.31,0.58,5.1,19.4,16.7,,,,2.1,,4.65,51.7,,30.7,7.5,,4.49,-0.001,24.2,,0.37,0.71,,3.2,0.16,,0.31,1.7,28,5,20.9,2,192,63.2,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Cimetière 01,204,1.2284,42.9575,0000~/0100~,RIV 02,Smelting Slag,,,0.3,3.53,11.05,0.62,0.36,,1.58,0.73,2.64,47.03,,,298,274,1.59,0.04,0.04,30.4,3.8,32,7.96,71.1,6.17,3.58,5.04,,,5.4,7.53,0.5,1.8,1.28,0.81,21.2,,0.49,3.14,7.1,28.9,18.8,,,,3.7,,6.56,62,,32,9.1,,7.25,-0.001,23.7,,0.52,1.17,,5,0.21,,0.46,6.4,-0.001,3,42.5,3.2,529,68.1,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Cimetière 01,205,1.2284,42.9575,0000~/0100~,RIV 03,Smelting Slag,,,1.2,6.52,16.59,0.31,0.33,,2.71,0.6,1.49,32.89,,,37.4,446,1.88,0.05,-0.001,67.9,5.2,60,5.98,147.5,8.4,4.72,5.8,,,10.7,9.97,0.47,3.5,1.64,0.37,41.5,,0.56,1.94,12.4,40.4,15.8,,,,7.1,,9.76,40,,16.25,9.7,,8.6,1,35.4,,0.87,1.46,,4.9,0.33,,0.66,3.6,74,3,36,3.75,446,126,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Cimetière 01,206,1.2284,42.9575,0000~/0100~,RIV 04,Smelting Slag,,,0.92,4.02,14.22,0.41,0.44,,2.83,1.02,1.82,39.67,,,2.6,226,2.65,0.01,0.04,52.6,1.6,32,7.05,89.5,6.82,3.93,5.65,,,7.1,7.92,0.28,1.9,1.41,0.28,28.9,,0.52,0.12,7.9,31.5,1.7,,,,5.1,,7.49,35.3,,1.4,6.6,,7.38,1,41.6,,0.56,1.25,,3.2,0.2,,0.51,4.2,20,3,27.4,3.51,61,70.9,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Cimetière 01,207,1.2284,42.9575,0000~/0100~,RIV 06,Smelting Slag,,0.02,0.91,5.2,12,0.79,0.49,,1.53,0.88,2.98,41.1,,,2.4,506,5.7,0.05,0.06,56.9,1,39,2.28,16.1,14.2,8.71,7.57,,,8.1,15.4,0.5,2.6,2.97,0.03,51.7,,1.02,0.41,9.1,56.5,3.9,,,,4.7,,12.8,43.7,,0.44,9.9,,13.4,1,41,,0.65,2.41,,9.8,0.22,,1.2,6.8,37,13,102.5,7.02,62,97,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Cimetière 01,208,1.2284,42.9575,0000~/0100~,RIV 07,Smelting Slag,,0.03,1.66,4.39,11.26,0.63,0.4,,2.27,1.4,10.46,34.39,,,2,815,3.75,0.01,0.02,127,4.2,19,1.89,88.5,28.8,17.2,12.55,,,13.1,34,0.78,1.7,6.09,0.02,115,,1.67,1.99,5.6,126.5,15.2,,,,2.1,,29.2,42.5,,0.95,9,,26.1,-0.001,126,,0.44,4.75,,6.5,0.14,,1.96,13.7,32,3,232,11.6,38,68.8,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Areny,176,1.534,42.5567,1753~/1876~,FA02UE9217/1,Smelting Tap slag Slag,,0.01,0.23,0.93,16.7,0.07,0.01,,0.43,0.63,3.32,41.4,,,40.9,55.5,0.42,0.47,0.04,30,6.8,3,0.76,32.7,3.02,1.84,2.22,,,3.2,3.31,0.49,0.9,0.62,3.48,14.2,,0.28,3.87,1.3,14.9,20.3,,,,3.5,,3.7,30.3,,0.27,3.4,,3.17,-0.001,212,,0.11,0.47,,1.7,0.05,,0.16,3.2,-0.001,3,19.5,1.88,24,0.8,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
